Actual,Predicted,Residual,Date,Month,AbsError,MonthName,MonthNumber
5377,7541.598854652344,-2164.598854652344,2015-01-30,1,2164.598854652344,Jan,1
7876,8645.830992622738,-769.8309926227375,2015-01-30,1,769.8309926227375,Jan,1
9617,8499.639497727534,1117.360502272466,2015-01-30,1,1117.360502272466,Jan,1
9430,7723.0774846920685,1706.9225153079315,2015-01-30,1,1706.9225153079315,Jan,1
6421,6680.390192056337,-259.3901920563367,2015-01-30,1,259.3901920563367,Jan,1
10135,7511.531549543288,2623.468450456712,2015-01-30,1,2623.468450456712,Jan,1
11362,7861.877570771525,3500.122429228475,2015-01-30,1,3500.122429228475,Jan,1
7170,6920.801095476752,249.19890452324762,2015-01-30,1,249.19890452324762,Jan,1
11036,6382.546730876522,4653.453269123478,2015-01-30,1,4653.453269123478,Jan,1
7959,7903.694988161704,55.305011838296195,2015-01-30,1,55.305011838296195,Jan,1
11458,8287.314661304612,3170.685338695388,2015-01-30,1,3170.685338695388,Jan,1
5216,6225.74995710791,-1009.7499571079097,2015-01-30,1,1009.7499571079097,Jan,1
8643,8488.630712444225,154.36928755577537,2015-01-30,1,154.36928755577537,Jan,1
6720,7275.03451986608,-555.0345198660798,2015-01-30,1,555.0345198660798,Jan,1
5935,7668.6476571178355,-1733.6476571178355,2015-01-30,1,1733.6476571178355,Jan,1
7890,7972.181453796657,-82.18145379665657,2015-01-30,1,82.18145379665657,Jan,1
5925,8187.983377436496,-2262.983377436496,2015-01-30,1,2262.983377436496,Jan,1
7651,7679.1545859685575,-28.154585968557512,2015-01-30,1,28.154585968557512,Jan,1
7615,8317.366932879813,-702.3669328798132,2015-01-30,1,702.3669328798132,Jan,1
8345,6866.189843643602,1478.8101563563978,2015-01-30,1,1478.8101563563978,Jan,1
11354,6650.106832983351,4703.893167016649,2015-01-30,1,4703.893167016649,Jan,1
5830,7017.267291655968,-1187.2672916559677,2015-01-30,1,1187.2672916559677,Jan,1
6572,7825.228979503823,-1253.2289795038232,2015-01-30,1,1253.2289795038232,Jan,1
5256,7096.025256203167,-1840.0252562031674,2015-01-30,1,1840.0252562031674,Jan,1
10010,8435.1593039344,1574.8406960655993,2015-01-30,1,1574.8406960655993,Jan,1
8605,7810.625997734809,794.3740022651909,2015-01-30,1,794.3740022651909,Jan,1
10443,7353.469195987942,3089.530804012058,2015-01-30,1,3089.530804012058,Jan,1
10012,7181.294425466243,2830.7055745337566,2015-01-30,1,2830.7055745337566,Jan,1
8891,8151.512928422744,739.4870715772558,2015-01-30,1,739.4870715772558,Jan,1
5015,6822.3054908231425,-1807.3054908231425,2015-01-30,1,1807.3054908231425,Jan,1
5917,7545.8213387561555,-1628.8213387561555,2015-01-30,1,1628.8213387561555,Jan,1
11536,8593.763853497134,2942.236146502866,2015-01-30,1,2942.236146502866,Jan,1
6252,7750.026763734553,-1498.0267637345532,2015-01-30,1,1498.0267637345532,Jan,1
8126,8389.456880560872,-263.4568805608724,2015-01-30,1,263.4568805608724,Jan,1
8720,7471.044577071298,1248.9554229287023,2015-01-30,1,1248.9554229287023,Jan,1
7860,7084.485114170326,775.5148858296743,2015-01-30,1,775.5148858296743,Jan,1
9105,8540.11775022067,564.8822497793299,2015-01-30,1,564.8822497793299,Jan,1
7791,7462.004378758749,328.9956212412508,2015-01-30,1,328.9956212412508,Jan,1
5232,7276.157565433445,-2044.1575654334447,2015-01-30,1,2044.1575654334447,Jan,1
6831,8215.750897659193,-1384.7508976591926,2015-01-30,1,1384.7508976591926,Jan,1
13030,7678.554216862278,5351.445783137722,2015-01-30,1,5351.445783137722,Jan,1
5180,6855.544119680504,-1675.544119680504,2015-01-30,1,1675.544119680504,Jan,1
13940,8599.874149906187,5340.125850093813,2015-01-30,1,5340.125850093813,Jan,1
9324,6774.9207411557145,2549.0792588442855,2015-01-30,1,2549.0792588442855,Jan,1
10053,6777.594168355368,3275.4058316446317,2015-01-30,1,3275.4058316446317,Jan,1
10450,7760.634539120219,2689.3654608797806,2015-01-30,1,2689.3654608797806,Jan,1
11788,7839.02485125509,3948.9751487449103,2015-01-30,1,3948.9751487449103,Jan,1
8990,7840.759029215813,1149.240970784187,2015-01-30,1,1149.240970784187,Jan,1
9117,7860.684462515375,1256.3155374846247,2015-01-30,1,1256.3155374846247,Jan,1
5509,13098.343400752667,-7589.343400752667,2015-01-30,1,7589.343400752667,Jan,1
5460,7993.801385252416,-2533.8013852524164,2015-01-30,1,2533.8013852524164,Jan,1
10178,7778.338853637368,2399.6611463626323,2015-01-30,1,2399.6611463626323,Jan,1
10372,7828.441138509981,2543.558861490019,2015-01-30,1,2543.558861490019,Jan,1
10750,7800.373621841281,2949.6263781587186,2015-01-30,1,2949.6263781587186,Jan,1
8877,8186.881151897629,690.118848102371,2015-01-30,1,690.118848102371,Jan,1
9160,7067.329440651316,2092.670559348684,2015-01-30,1,2092.670559348684,Jan,1
4952,8461.341792761901,-3509.341792761901,2015-01-30,1,3509.341792761901,Jan,1
8256,8283.649521318992,-27.6495213189919,2015-01-30,1,27.6495213189919,Jan,1
4493,7150.526983647054,-2657.5269836470543,2015-01-30,1,2657.5269836470543,Jan,1
7118,7897.840725100221,-779.8407251002209,2015-01-30,1,779.8407251002209,Jan,1
8018,7060.9194009712955,957.0805990287045,2015-01-30,1,957.0805990287045,Jan,1
9525,7086.11278718579,2438.88721281421,2015-01-30,1,2438.88721281421,Jan,1
24489,8592.63230172408,15896.36769827592,2015-01-30,1,15896.36769827592,Jan,1
7905,8393.299530653429,-488.2995306534285,2015-01-30,1,488.2995306534285,Jan,1
10099,8718.308959683316,1380.691040316684,2015-01-30,1,1380.691040316684,Jan,1
5351,7394.888524726877,-2043.8885247268772,2015-01-30,1,2043.8885247268772,Jan,1
6272,8566.500314954697,-2294.5003149546974,2015-01-30,1,2294.5003149546974,Jan,1
4833,7220.136760972877,-2387.136760972877,2015-01-30,1,2387.136760972877,Jan,1
6524,7973.9982465418,-1449.9982465417997,2015-01-30,1,1449.9982465417997,Jan,1
6869,7190.7700066675025,-321.77000666750246,2015-01-30,1,321.77000666750246,Jan,1
6410,8058.995921494294,-1648.9959214942937,2015-01-30,1,1648.9959214942937,Jan,1
7809,7275.0619214074395,533.9380785925605,2015-01-30,1,533.9380785925605,Jan,1
5362,7102.459505927429,-1740.4595059274288,2015-01-30,1,1740.4595059274288,Jan,1
7339,7131.933878134325,207.0661218656751,2015-01-30,1,207.0661218656751,Jan,1
7737,7373.361616477865,363.638383522135,2015-01-30,1,363.638383522135,Jan,1
11768,8337.422823282279,3430.577176717721,2015-01-30,1,3430.577176717721,Jan,1
6398,7028.136270913907,-630.1362709139066,2015-01-30,1,630.1362709139066,Jan,1
8644,8025.379830951133,618.620169048867,2015-01-30,1,618.620169048867,Jan,1
8590,7885.431819827791,704.5681801722094,2015-01-30,1,704.5681801722094,Jan,1
7152,6845.952821567276,306.04717843272374,2015-01-30,1,306.04717843272374,Jan,1
8512,8309.942120989814,202.0578790101863,2015-01-30,1,202.0578790101863,Jan,1
6418,7362.909529767145,-944.9095297671447,2015-01-30,1,944.9095297671447,Jan,1
12164,7597.169215128786,4566.830784871214,2015-01-30,1,4566.830784871214,Jan,1
7501,7032.434659953142,468.5653400468582,2015-01-30,1,468.5653400468582,Jan,1
6389,6872.939312498231,-483.9393124982307,2015-01-30,1,483.9393124982307,Jan,1
10942,8374.445793805207,2567.5542061947926,2015-01-30,1,2567.5542061947926,Jan,1
10862,8443.73824451756,2418.261755482439,2015-01-30,1,2418.261755482439,Jan,1
4616,7387.591402874008,-2771.591402874008,2015-01-30,1,2771.591402874008,Jan,1
4680,7180.318386744679,-2500.3183867446787,2015-01-30,1,2500.3183867446787,Jan,1
9046,7091.429722235218,1954.570277764782,2015-01-30,1,1954.570277764782,Jan,1
12474,9975.062511013966,2498.9374889860337,2015-01-30,1,2498.9374889860337,Jan,1
6507,7696.723287011642,-1189.7232870116422,2015-01-30,1,1189.7232870116422,Jan,1
12602,7524.083102185483,5077.916897814517,2015-01-30,1,5077.916897814517,Jan,1
8772,7768.178414002847,1003.8215859971533,2015-01-30,1,1003.8215859971533,Jan,1
9299,8127.73507049543,1171.2649295045703,2015-01-30,1,1171.2649295045703,Jan,1
11190,7914.0385232850385,3275.9614767149615,2015-01-30,1,3275.9614767149615,Jan,1
15263,7577.397834005853,7685.602165994147,2015-01-30,1,7685.602165994147,Jan,1
4986,6936.613085630146,-1950.613085630146,2015-01-30,1,1950.613085630146,Jan,1
6472,8656.508816117741,-2184.508816117741,2015-01-30,1,2184.508816117741,Jan,1
9534,8481.867214177182,1052.1327858228178,2015-01-30,1,1052.1327858228178,Jan,1
9932,7183.323188928625,2748.6768110713747,2015-01-30,1,2748.6768110713747,Jan,1
6234,7600.012426786969,-1366.0124267869687,2015-01-30,1,1366.0124267869687,Jan,1
7468,6974.40464436778,493.59535563222016,2015-01-30,1,493.59535563222016,Jan,1
10442,7315.329435281135,3126.6705647188646,2015-01-30,1,3126.6705647188646,Jan,1
8663,8329.18613053605,333.81386946394923,2015-01-30,1,333.81386946394923,Jan,1
7245,6491.310509337025,753.689490662975,2015-01-30,1,753.689490662975,Jan,1
7456,8395.691132500564,-939.691132500564,2015-01-30,1,939.691132500564,Jan,1
12529,8129.795724206982,4399.204275793018,2015-01-30,1,4399.204275793018,Jan,1
5206,6551.228302549134,-1345.2283025491342,2015-01-30,1,1345.2283025491342,Jan,1
6117,8176.319669133489,-2059.319669133489,2015-01-30,1,2059.319669133489,Jan,1
7938,7037.2456113630615,900.7543886369385,2015-01-30,1,900.7543886369385,Jan,1
11313,7313.649174616759,3999.3508253832406,2015-01-30,1,3999.3508253832406,Jan,1
6893,6802.779887318175,90.22011268182541,2015-01-30,1,90.22011268182541,Jan,1
8126,7697.532156766538,428.4678432334622,2015-01-30,1,428.4678432334622,Jan,1
9582,8291.254318703519,1290.745681296481,2015-01-30,1,1290.745681296481,Jan,1
8106,7001.339884232642,1104.6601157673576,2015-01-30,1,1104.6601157673576,Jan,1
8810,6906.460564592766,1903.5394354072341,2015-01-30,1,1903.5394354072341,Jan,1
7394,6602.9237220324285,791.0762779675715,2015-01-30,1,791.0762779675715,Jan,1
8919,8013.691123703058,905.3088762969419,2015-01-30,1,905.3088762969419,Jan,1
9471,7755.379549190955,1715.620450809045,2015-01-30,1,1715.620450809045,Jan,1
6526,6728.7955531449115,-202.79555314491154,2015-01-30,1,202.79555314491154,Jan,1
4630,7733.35547276985,-3103.35547276985,2015-01-30,1,3103.35547276985,Jan,1
5538,7656.526006139844,-2118.526006139844,2015-01-30,1,2118.526006139844,Jan,1
9215,7025.641361855174,2189.358638144826,2015-01-30,1,2189.358638144826,Jan,1
7814,7728.961008349288,85.03899165071198,2015-01-30,1,85.03899165071198,Jan,1
7663,7811.963165303605,-148.9631653036049,2015-01-30,1,148.9631653036049,Jan,1
10023,7376.758677373611,2646.241322626389,2015-01-30,1,2646.241322626389,Jan,1
10304,7792.249314343295,2511.750685656705,2015-01-30,1,2511.750685656705,Jan,1
6855,7392.787036439433,-537.787036439433,2015-01-30,1,537.787036439433,Jan,1
7330,8193.652641391236,-863.6526413912361,2015-01-30,1,863.6526413912361,Jan,1
17432,8122.842490343988,9309.157509656012,2015-01-30,1,9309.157509656012,Jan,1
8597,7913.89639528151,683.1036047184898,2015-01-30,1,683.1036047184898,Jan,1
7238,7208.422763360635,29.577236639364855,2015-01-30,1,29.577236639364855,Jan,1
11122,7931.494751276419,3190.5052487235807,2015-01-30,1,3190.5052487235807,Jan,1
7492,6947.025871100806,544.9741288991936,2015-01-30,1,544.9741288991936,Jan,1
6734,7380.559214848239,-646.5592148482392,2015-01-30,1,646.5592148482392,Jan,1
10836,7025.821338930022,3810.1786610699783,2015-01-30,1,3810.1786610699783,Jan,1
9288,7589.405074553768,1698.594925446232,2015-01-30,1,1698.594925446232,Jan,1
6300,7132.044150258851,-832.044150258851,2015-01-30,1,832.044150258851,Jan,1
7910,8604.426002290129,-694.426002290129,2015-01-30,1,694.426002290129,Jan,1
6519,7769.5043977971945,-1250.5043977971945,2015-01-30,1,1250.5043977971945,Jan,1
5576,7111.16401940168,-1535.16401940168,2015-01-30,1,1535.16401940168,Jan,1
7444,7657.169860325317,-213.16986032531713,2015-01-30,1,213.16986032531713,Jan,1
17070,7834.754571124009,9235.245428875991,2015-01-30,1,9235.245428875991,Jan,1
11687,8410.526112850435,3276.4738871495647,2015-01-30,1,3276.4738871495647,Jan,1
5859,7701.672934453905,-1842.6729344539053,2015-01-30,1,1842.6729344539053,Jan,1
4261,7117.435860773578,-2856.4358607735776,2015-01-30,1,2856.4358607735776,Jan,1
6707,7979.117397849826,-1272.1173978498264,2015-01-30,1,1272.1173978498264,Jan,1
8126,6708.6612417890865,1417.3387582109135,2015-01-30,1,1417.3387582109135,Jan,1
7928,7690.281746533554,237.71825346644619,2015-01-30,1,237.71825346644619,Jan,1
7909,7656.347597063141,252.6524029368593,2015-01-30,1,252.6524029368593,Jan,1
13305,8578.575926812046,4726.4240731879545,2015-01-30,1,4726.4240731879545,Jan,1
11833,7739.83277036043,4093.16722963957,2015-01-30,1,4093.16722963957,Jan,1
10269,7841.277999336453,2427.722000663547,2015-01-30,1,2427.722000663547,Jan,1
5708,7309.858781401854,-1601.8587814018538,2015-01-30,1,1601.8587814018538,Jan,1
10309,7921.321832433721,2387.6781675662787,2015-01-30,1,2387.6781675662787,Jan,1
6358,7166.1711309485545,-808.1711309485545,2015-01-30,1,808.1711309485545,Jan,1
8319,8816.135164388543,-497.13516438854276,2015-01-30,1,497.13516438854276,Jan,1
9056,7718.9692640960275,1337.0307359039725,2015-01-30,1,1337.0307359039725,Jan,1
12020,7161.336251088971,4858.663748911029,2015-01-30,1,4858.663748911029,Jan,1
15967,8545.81790174244,7421.182098257559,2015-01-30,1,7421.182098257559,Jan,1
6993,7273.362514651992,-280.36251465199166,2015-01-30,1,280.36251465199166,Jan,1
10211,8570.854563401343,1640.1454365986574,2015-01-30,1,1640.1454365986574,Jan,1
5197,7993.627411426423,-2796.6274114264234,2015-01-30,1,2796.6274114264234,Jan,1
4346,7949.037632452004,-3603.037632452004,2015-01-30,1,3603.037632452004,Jan,1
4962,8475.275856325316,-3513.2758563253155,2015-01-30,1,3513.2758563253155,Jan,1
6121,7333.4919880219095,-1212.4919880219095,2015-01-30,1,1212.4919880219095,Jan,1
6361,7724.568391423469,-1363.5683914234687,2015-01-30,1,1363.5683914234687,Jan,1
6581,8157.806314564106,-1576.8063145641063,2015-01-30,1,1576.8063145641063,Jan,1
10525,7902.5906430068135,2622.4093569931865,2015-01-30,1,2622.4093569931865,Jan,1
4436,7022.777174048388,-2586.7771740483877,2015-01-30,1,2586.7771740483877,Jan,1
12668,7076.046670226409,5591.953329773591,2015-01-30,1,5591.953329773591,Jan,1
7707,7539.260799139418,167.73920086058206,2015-01-30,1,167.73920086058206,Jan,1
8497,8020.052340841008,476.9476591589919,2015-01-30,1,476.9476591589919,Jan,1
9248,7245.320862155611,2002.6791378443886,2015-01-30,1,2002.6791378443886,Jan,1
8783,7724.76771218513,1058.2322878148698,2015-01-30,1,1058.2322878148698,Jan,1
7047,7363.810117845103,-316.8101178451034,2015-01-30,1,316.8101178451034,Jan,1
4948,7362.837998169911,-2414.837998169911,2015-01-30,1,2414.837998169911,Jan,1
7834,7394.035006836493,439.96499316350673,2015-01-30,1,439.96499316350673,Jan,1
8923,8632.342641664465,290.6573583355348,2015-01-30,1,290.6573583355348,Jan,1
5445,7766.410630892118,-2321.410630892118,2015-01-30,1,2321.410630892118,Jan,1
14992,7452.009002614563,7539.990997385437,2015-01-30,1,7539.990997385437,Jan,1
10978,6782.176176759385,4195.823823240615,2015-01-30,1,4195.823823240615,Jan,1
7505,7915.755355713336,-410.75535571333603,2015-01-30,1,410.75535571333603,Jan,1
7192,7364.787584360893,-172.78758436089265,2015-01-30,1,172.78758436089265,Jan,1
8952,7945.8247482365405,1006.1752517634595,2015-01-30,1,1006.1752517634595,Jan,1
9465,6883.945073763054,2581.054926236946,2015-01-30,1,2581.054926236946,Jan,1
7892,7056.208177977795,835.7918220222055,2015-01-30,1,835.7918220222055,Jan,1
7725,7302.212939002988,422.7870609970123,2015-01-30,1,422.7870609970123,Jan,1
9680,8423.154455974203,1256.8455440257967,2015-01-30,1,1256.8455440257967,Jan,1
7895,6956.081988790102,938.9180112098984,2015-01-30,1,938.9180112098984,Jan,1
7363,7236.250327962305,126.74967203769484,2015-01-30,1,126.74967203769484,Jan,1
6104,7524.143695523642,-1420.1436955236422,2015-01-30,1,1420.1436955236422,Jan,1
12660,8159.530662265868,4500.469337734132,2015-01-30,1,4500.469337734132,Jan,1
6435,7568.271706335334,-1133.2717063353339,2015-01-30,1,1133.2717063353339,Jan,1
3904,7890.97720770436,-3986.97720770436,2015-01-30,1,3986.97720770436,Jan,1
12886,7034.409646665066,5851.590353334934,2015-01-30,1,5851.590353334934,Jan,1
9750,7570.20292300827,2179.79707699173,2015-01-30,1,2179.79707699173,Jan,1
6175,6322.272244476917,-147.27224447691697,2015-01-30,1,147.27224447691697,Jan,1
11512,7474.715619784343,4037.2843802156567,2015-01-30,1,4037.2843802156567,Jan,1
7402,8327.417453880043,-925.4174538800435,2015-01-30,1,925.4174538800435,Jan,1
7276,6823.499735679972,452.5002643200278,2015-01-30,1,452.5002643200278,Jan,1
8863,8206.37685525263,656.6231447473692,2015-01-30,1,656.6231447473692,Jan,1
8591,7278.3360964655585,1312.6639035344415,2015-01-30,1,1312.6639035344415,Jan,1
5281,7816.114690722054,-2535.1146907220536,2015-01-30,1,2535.1146907220536,Jan,1
10915,8100.467586943967,2814.532413056033,2015-01-30,1,2814.532413056033,Jan,1
6813,7729.830393525277,-916.830393525277,2015-01-30,1,916.830393525277,Jan,1
8092,7159.785556616931,932.214443383069,2015-01-30,1,932.214443383069,Jan,1
4590,6654.296368288546,-2064.2963682885456,2015-01-30,1,2064.2963682885456,Jan,1
10682,8287.932995475858,2394.0670045241422,2015-01-30,1,2394.0670045241422,Jan,1
7454,7481.185054331116,-27.18505433111568,2015-01-30,1,27.18505433111568,Jan,1
6910,7516.3660682168265,-606.3660682168265,2015-01-30,1,606.3660682168265,Jan,1
9500,7728.592127800832,1771.4078721991682,2015-01-30,1,1771.4078721991682,Jan,1
10078,7786.268493949814,2291.731506050186,2015-01-30,1,2291.731506050186,Jan,1
14808,12865.971396724432,1942.0286032755685,2015-01-30,1,1942.0286032755685,Jan,1
4274,6899.699629856128,-2625.699629856128,2015-01-30,1,2625.699629856128,Jan,1
7581,6734.192415240483,846.8075847595173,2015-01-30,1,846.8075847595173,Jan,1
10974,7684.718617767881,3289.2813822321186,2015-01-30,1,3289.2813822321186,Jan,1
9971,6955.0366455622425,3015.9633544377575,2015-01-30,1,3015.9633544377575,Jan,1
9024,7063.796138999256,1960.203861000744,2015-01-30,1,1960.203861000744,Jan,1
11364,8335.776626352948,3028.2233736470516,2015-01-30,1,3028.2233736470516,Jan,1
11753,7675.3827615811315,4077.6172384188685,2015-01-30,1,4077.6172384188685,Jan,1
5440,6738.252287945565,-1298.2522879455646,2015-01-30,1,1298.2522879455646,Jan,1
8327,7406.944046374498,920.0559536255023,2015-01-30,1,920.0559536255023,Jan,1
6391,8586.397269878042,-2195.3972698780417,2015-01-30,1,2195.3972698780417,Jan,1
7085,8642.749018974864,-1557.7490189748642,2015-01-30,1,1557.7490189748642,Jan,1
8831,6758.471284020721,2072.528715979279,2015-01-30,1,2072.528715979279,Jan,1
11173,6885.57639558558,4287.42360441442,2015-01-30,1,4287.42360441442,Jan,1
4030,7048.712551456381,-3018.7125514563813,2015-01-30,1,3018.7125514563813,Jan,1
9556,9719.94610277409,-163.94610277409083,2015-01-30,1,163.94610277409083,Jan,1
9367,7342.247878650698,2024.752121349302,2015-01-30,1,2024.752121349302,Jan,1
10493,7364.574298865191,3128.425701134809,2015-01-30,1,3128.425701134809,Jan,1
8143,7698.658597299393,444.34140270060743,2015-01-30,1,444.34140270060743,Jan,1
9800,8574.276115392306,1225.7238846076943,2015-01-30,1,1225.7238846076943,Jan,1
11129,8528.027147008193,2600.9728529918066,2015-01-30,1,2600.9728529918066,Jan,1
11540,8229.721655863657,3310.2783441363426,2015-01-30,1,3310.2783441363426,Jan,1
5794,7812.343352577853,-2018.3433525778528,2015-01-30,1,2018.3433525778528,Jan,1
5859,7587.698882598401,-1728.6988825984008,2015-01-30,1,1728.6988825984008,Jan,1
8270,8235.589843920636,34.41015607936424,2015-01-30,1,34.41015607936424,Jan,1
10449,7669.993018117995,2779.0069818820048,2015-01-30,1,2779.0069818820048,Jan,1
15073,8586.700799187965,6486.2992008120345,2015-01-30,1,6486.2992008120345,Jan,1
6133,8563.881371744239,-2430.881371744239,2015-01-30,1,2430.881371744239,Jan,1
5782,6635.630894426926,-853.6308944269258,2015-01-30,1,853.6308944269258,Jan,1
5568,7641.629070688126,-2073.6290706881264,2015-01-30,1,2073.6290706881264,Jan,1
7772,7721.9126252021815,50.087374797818484,2015-01-30,1,50.087374797818484,Jan,1
6867,7498.878474679339,-631.878474679339,2015-01-30,1,631.878474679339,Jan,1
11510,8869.453686025954,2640.546313974046,2015-01-30,1,2640.546313974046,Jan,1
9545,7131.465921297349,2413.5340787026507,2015-01-30,1,2413.5340787026507,Jan,1
9833,7420.169388609967,2412.8306113900326,2015-01-30,1,2412.8306113900326,Jan,1
5780,7605.463809968001,-1825.4638099680014,2015-01-30,1,1825.4638099680014,Jan,1
12527,7627.015693785943,4899.984306214057,2015-01-30,1,4899.984306214057,Jan,1
6404,7198.961767621891,-794.9617676218913,2015-01-30,1,794.9617676218913,Jan,1
10055,7389.563106098649,2665.436893901351,2015-01-30,1,2665.436893901351,Jan,1
10378,7581.750911870942,2796.249088129058,2015-01-30,1,2796.249088129058,Jan,1
7704,7153.5406169772905,550.4593830227095,2015-01-30,1,550.4593830227095,Jan,1
23248,13633.896204334247,9614.103795665753,2015-01-30,1,9614.103795665753,Jan,1
7310,7037.267343357817,272.73265664218343,2015-01-30,1,272.73265664218343,Jan,1
6249,7380.330075137928,-1131.3300751379284,2015-01-30,1,1131.3300751379284,Jan,1
8678,8692.614629476186,-14.614629476185655,2015-01-30,1,14.614629476185655,Jan,1
6262,7327.886929738888,-1065.8869297388883,2015-01-30,1,1065.8869297388883,Jan,1
7180,7334.354119323747,-154.354119323747,2015-01-30,1,154.354119323747,Jan,1
7181,7181.389590037783,-0.38959003778290935,2015-01-30,1,0.38959003778290935,Jan,1
4932,7742.541609835898,-2810.5416098358983,2015-01-30,1,2810.5416098358983,Jan,1
5795,7699.889824449521,-1904.8898244495213,2015-01-30,1,1904.8898244495213,Jan,1
7544,7073.587517912296,470.4124820877041,2015-01-30,1,470.4124820877041,Jan,1
6584,8170.827426654199,-1586.8274266541994,2015-01-30,1,1586.8274266541994,Jan,1
4573,7295.989613848127,-2722.989613848127,2015-01-30,1,2722.989613848127,Jan,1
7886,6784.186503948033,1101.8134960519674,2015-01-30,1,1101.8134960519674,Jan,1
8120,8671.114281454385,-551.1142814543855,2015-01-30,1,551.1142814543855,Jan,1
